symbol,setup_type,signal_date,entry_date,exit_date,entry_price,exit_price,shares,entry_value,pnl,pnl_pct,holding_bars,exit_reason,priority_score,edge_strategy_name,edge_strategy_passed,edge_score,edge_rank,edge_rank_score,edge_risk,reasons
KBC,EDGE_MEAN_REVERSION,2025-06-02,2025-06-03,2025-06-13,26.426399999999994,25.2747,824400,21785924.159999996,-1012920.3295199946,-0.04644780793631919,8,EDGE_STOP_LOSS,22.1,mean_reversion_uptrend_ma50_v1,True,69.6829,2.0,22.1,"{'portfolio_priority': 20, 'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 3.0, 'trailing_profit_activation': 0.12, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=69.6829"
MSN,EDGE_MEAN_REVERSION,2025-06-09,2025-06-10,2025-06-27,64.5645,72.2277,358800,23165742.599999998,2674559.8198800012,0.11533789259784202,13,EDGE_TRAILING_ATR_STOP,22.75,mean_reversion_uptrend_ma50_v1,True,72.3715,1.0,22.75,"{'portfolio_priority': 20, 'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 3.0, 'trailing_profit_activation': 0.12, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=72.3715"
ANV,EDGE_MEAN_REVERSION,2025-06-09,2025-06-10,2025-06-27,15.265249999999998,18.57141,1517900,23171122.974999998,4938870.054547004,0.2129346999604613,13,EDGE_TAKE_PROFIT,22.35,mean_reversion_uptrend_ma50_v1,True,72.6865,2.0,22.35,"{'portfolio_priority': 20, 'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 3.0, 'trailing_profit_activation': 0.12, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=72.6865"
HDG,EDGE_COMPRESSION,2025-06-11,2025-06-12,2025-06-27,24.03401,25.11486,933500,22435748.334999997,939648.283045005,0.04183990475624729,11,EDGE_TRAILING_ATR_STOP,29.5,compression_breakout_smt_v1,True,71.9341,1.0,29.5,"{'portfolio_priority': 25, 'stop_loss': 0.07, 'take_profit': 0.22, 'max_holding_bars': 30, 'initial_atr_stop_mult': 2.0, 'trailing_atr_mult': 2.5, 'trailing_profit_activation': 0.08, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=71.9341"
SBT,EDGE_BREAKOUT,2025-06-27,2025-06-30,2025-07-18,18.26825,19.22076,1354500,24744344.624999996,1213361.411535006,0.0489869212801078,14,EDGE_TRAILING_ATR_STOP,32.775,breakout_after_accumulation_v3,True,100.0,2.0,32.775,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
DPM,EDGE_BREAKOUT,2025-06-13,2025-06-16,2025-07-29,20.090069999999997,23.936040000000002,1075300,21602852.270999998,4062491.8411050066,0.1878656279636469,31,EDGE_TRAILING_ATR_STOP,34.1,breakout_after_accumulation_v3,True,100.0,1.0,34.1,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
BCM,EDGE_BREAKOUT,2025-06-27,2025-06-30,2025-07-29,62.092029999999994,68.64129,398500,24743673.955,2530429.3279150017,0.10216354414812744,21,EDGE_TRAILING_ATR_STOP,33.2083,breakout_after_accumulation_v3,True,100.0,1.0,33.2083,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
VHC,EDGE_BREAKOUT,2025-06-27,2025-06-30,2025-07-29,58.328269999999996,56.863080000000004,424200,24742852.134,-694519.0872059949,-0.028041442360262174,21,EDGE_STOP_LOSS,32.7417,breakout_after_accumulation_v3,True,100.0,3.0,32.7417,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
VPB,EDGE_BREAKOUT,2025-07-18,2025-07-21,2025-07-29,21.6216,25.074900000000003,1171400,25327542.240000002,3961122.602040004,0.15623961453132298,6,EDGE_TRAILING_ATR_STOP,33.5667,breakout_after_accumulation_v3,True,99.1278,1.0,33.5667,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=99.1278"
VGC,EDGE_BREAKOUT,2025-07-30,2025-07-31,2025-08-04,61.04097999999999,53.396550000000005,431400,26333078.771999996,-3370210.724111993,-0.12785606686490955,2,EDGE_STOP_LOSS,34.1,breakout_after_accumulation_v3,True,100.0,1.0,34.1,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
TPB,LINREG_MOMENTUM,2025-07-30,2025-07-31,2025-08-07,15.315299999999999,17.47251,1719500,26334658.349999998,3622899.9747600034,0.13743412373018077,5,EDGE_TRAILING_ATR_STOP,2.775,linreg_momentum_refined_v1,True,75.074,1.0,2.775,"{'setup_type': 'LINREG_MOMENTUM', 'stop_loss': 0.08, 'take_profit': 0.28, 'max_holding_bars': 40, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=75.074"
DPM,LINREG_MOMENTUM,2025-07-30,2025-07-31,2025-08-11,24.21419,29.870099999999997,1087500,26332931.625,6059501.725874998,0.22988128947444533,7,EDGE_TRAILING_ATR_STOP,2.25,linreg_momentum_refined_v1,True,85.9321,3.0,2.25,"{'setup_type': 'LINREG_MOMENTUM', 'stop_loss': 0.08, 'take_profit': 0.28, 'max_holding_bars': 40, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=85.9321"
NVL,EDGE_BREAKOUT,2025-08-04,2025-08-05,2025-08-20,18.768749999999997,17.982,1311300,24611461.874999996,-1103436.3300749958,-0.044789456297947644,11,EDGE_STOP_LOSS,32.925,breakout_after_accumulation_v3,True,100.0,2.0,32.925,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
SSI,EDGE_BREAKOUT,2025-08-11,2025-08-12,2025-08-20,33.72368999999999,32.63733,884800,29838720.911999993,-1048805.0680799931,-0.03511401557255948,6,EDGE_STOP_LOSS,33.3,breakout_after_accumulation_v3,True,87.4594,1.0,33.3,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=87.4594"
BSI,EDGE_BREAKOUT,2025-08-20,2025-08-21,2025-08-25,58.05799999999999,52.147800000000004,471700,27385958.599999998,-2864423.5331199914,-0.10449011527932578,2,EDGE_STOP_LOSS,33.0778,breakout_after_accumulation_v3,True,100.0,2.0,33.0778,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
DSE,EDGE_BREAKOUT,2025-08-20,2025-08-21,2025-09-05,26.926899999999996,29.200770000000002,1017100,27387349.989999995,2225965.6206760146,0.08119594921046314,9,EDGE_TRAILING_ATR_STOP,33.1444,breakout_after_accumulation_v3,True,100.0,1.0,33.1444,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
HSG,LINREG_MOMENTUM,2025-07-30,2025-07-31,2025-09-09,14.604589999999998,15.34464,1803200,26334996.687999997,1252784.2536160052,0.047523557178398776,26,EDGE_TRAILING_ATR_STOP,2.35,linreg_momentum_refined_v1,True,86.0225,2.0,2.35,"{'setup_type': 'LINREG_MOMENTUM', 'stop_loss': 0.08, 'take_profit': 0.28, 'max_holding_bars': 40, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=86.0225"
DCM,EDGE_BREAKOUT,2025-08-07,2025-08-08,2025-09-09,40.03999999999999,37.6623,681400,27283255.999999996,-1698774.2184399925,-0.06220214850084954,20,EDGE_ATR_STOP,32.905,breakout_after_accumulation_v3,True,100.0,1.0,32.905,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
VHM,EDGE_BREAKOUT,2025-08-26,2025-08-27,2025-09-22,105.40529999999998,101.6982,246100,25940244.329999994,-988313.4083699919,-0.03806155677361365,16,EDGE_STOP_LOSS,34.1,breakout_after_accumulation_v3,True,98.1899,1.0,34.1,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=98.1899"
PVD,EDGE_BREAKOUT,2025-09-12,2025-09-15,2025-09-22,23.833809999999996,22.177799999999998,1141000,27194377.209999997,-1967311.5268099979,-0.07227031402310127,5,EDGE_STOP_LOSS,33.325,breakout_after_accumulation_v3,True,100.0,1.0,33.325,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
