date,equity,cash,positions,regime,gross_exposure
2024-08-02,136678.98013672556,44336.98013672555,7,NEUTRAL,0.6756122990354957
2024-08-05,133649.87039872556,89485.87039872556,6,RISK_OFF,0.33044551310257864
2024-08-06,134917.77153922556,48705.77153922556,12,NEUTRAL,0.6389966200630212
2024-08-07,134703.77153922556,48705.77153922556,12,NEUTRAL,0.6384231043965796
2024-08-08,134380.77153922556,48705.77153922556,12,NEUTRAL,0.6375540117731173
2024-08-09,135160.77153922556,48705.77153922556,12,NEUTRAL,0.6396456532131406
2024-08-12,136010.77153922556,48705.77153922556,12,NEUTRAL,0.6418976895136662
2024-08-13,135827.77153922556,48705.77153922556,12,NEUTRAL,0.6414152202654678
2024-08-14,135687.22908322557,42475.22908322557,12,NEUTRAL,0.6869622191402197
2024-08-15,135121.22908322557,42475.22908322557,12,NEUTRAL,0.6856509567636948
2024-08-16,137223.22908322557,42475.22908322557,12,NEUTRAL,0.6904661888005533
2024-08-19,138357.22908322557,42475.22908322557,12,RISK_ON,0.6930031819466724
2024-08-20,138970.22908322557,42475.22908322557,12,RISK_ON,0.6943573500351051
2024-08-21,139557.22908322557,42475.22908322557,12,RISK_ON,0.6956429318477276
2024-08-22,139715.22908322557,42475.22908322557,12,RISK_ON,0.6959871206457822
2024-08-23,139703.22908322557,42475.22908322557,12,RISK_ON,0.6959610070435684
2024-08-26,139142.22908322557,42475.22908322557,12,RISK_ON,0.694735168732853
2024-08-27,138623.22908322557,42475.22908322557,12,RISK_ON,0.6935922690292793
2024-08-28,138348.22908322557,42475.22908322557,12,RISK_ON,0.6929832108102091
2024-08-29,138008.22908322557,42475.22908322557,12,RISK_ON,0.6922268377372557
2024-08-30,138199.22908322557,42475.22908322557,12,RISK_ON,0.6926521995455823
2024-09-04,137400.22908322557,42475.22908322557,12,RISK_ON,0.6908649325650132
2024-09-05,136788.22908322557,42475.22908322557,12,RISK_ON,0.6894818408871825
2024-09-06,136848.22908322557,42475.22908322557,12,RISK_ON,0.6896179850643602
2024-09-09,137568.36850172558,3024.3685017255775,12,RISK_ON,0.9780155239560928
2024-09-10,136976.36850172558,3024.3685017255775,12,RISK_ON,0.9779205089548897
2024-09-11,137271.36850172558,3024.3685017255775,12,RISK_ON,0.9779679583970378
2024-09-12,138312.36850172558,3024.3685017255775,12,RISK_ON,0.9781337812772121
2024-09-13,137878.36850172558,3024.3685017255775,12,RISK_ON,0.9780649529393893
2024-09-16,136884.36850172558,3024.3685017255775,12,RISK_ON,0.9779056693263888
2024-09-17,137588.36850172558,3024.3685017255775,12,RISK_ON,0.9780187196442579
2024-09-18,137302.36850172558,3024.3685017255775,12,RISK_ON,0.9779729327707295
2024-09-19,139555.36850172558,3024.3685017255775,12,NEUTRAL,0.9783285406058156
2024-09-20,139562.36850172558,3024.3685017255775,12,NEUTRAL,0.97832962757659
2024-09-23,140545.82202072558,4040.8220207255777,11,NEUTRAL,0.971249077613067
2024-09-24,140299.81983472558,36772.81983472558,8,NEUTRAL,0.7378983103610234
2024-09-25,140833.3321772256,6412.332177225584,12,RISK_ON,0.9544686468885344
2024-09-26,140969.3321772256,6412.332177225584,12,RISK_ON,0.9545125732087313
2024-09-27,141214.3321772256,6412.332177225584,12,RISK_ON,0.9545914916824587
2024-09-30,140280.3321772256,6412.332177225584,12,RISK_ON,0.9542891574484977
2024-10-01,140606.3321772256,6412.332177225584,12,RISK_ON,0.9543951394084924
2024-10-02,140333.3321772256,6412.332177225584,12,RISK_ON,0.9543064211635229
2024-10-03,138951.3321772256,6412.332177225584,12,RISK_ON,0.9538519561003779
2024-10-04,138145.3321772256,6412.332177225584,12,NEUTRAL,0.9535827083248875
2024-10-07,138315.3321772256,6412.332177225584,12,RISK_ON,0.9536397586855421
2024-10-08,138193.3321772256,6412.332177225584,12,RISK_ON,0.9535988308827946
2024-10-09,138602.3321772256,6412.332177225584,12,RISK_ON,0.9537357555497236
2024-10-10,138932.3321772256,6412.332177225584,12,RISK_ON,0.9538456450220252
2024-10-11,140279.3321772256,6412.332177225584,12,RISK_ON,0.9542888315926369
2024-10-14,139793.3321772256,6412.332177225584,12,RISK_ON,0.9541299139425603
2024-10-15,138665.3321772256,6412.332177225584,12,RISK_ON,0.9537567748438369
2024-10-16,139060.3321772256,6412.332177225584,12,RISK_ON,0.9538881284344023
2024-10-17,139559.3321772256,6412.332177225584,12,RISK_ON,0.9540530032840613
2024-10-18,139219.3321772256,6412.332177225584,12,RISK_ON,0.953940792008234
2024-10-21,138990.0215962256,3475.021596225588,12,RISK_ON,0.9749980498145346
2024-10-22,138584.0215962256,3475.021596225588,12,NEUTRAL,0.9749248033344687
2024-10-23,138970.0215962256,3475.021596225588,12,NEUTRAL,0.9749944516356039
2024-10-24,137583.0215962256,3475.021596225588,12,NEUTRAL,0.9747423660571726
2024-10-25,137557.0215962256,3475.021596225588,12,NEUTRAL,0.9747375920480025
2024-10-28,137777.0215962256,3475.021596225588,12,NEUTRAL,0.9747779306304819
2024-10-29,138757.0215962256,3475.021596225588,12,NEUTRAL,0.9749560666822491
2024-10-30,138124.0215962256,3475.021596225588,12,NEUTRAL,0.9748412943956698
2024-10-31,138260.0215962256,3475.021596225588,12,NEUTRAL,0.9748660418528355
2024-11-01,137753.0215962256,3475.021596225588,12,NEUTRAL,0.9747735363191423
2024-11-04,136714.0215962256,3475.021596225588,12,RISK_OFF,0.9745818200967798
2024-11-05,136958.0215962256,3475.021596225588,12,RISK_OFF,0.9746271043074022
2024-11-06,138050.0215962256,3475.021596225588,12,NEUTRAL,0.9748278083839097
2024-11-07,138203.0215962256,3475.021596225588,12,NEUTRAL,0.9748556756857443
2024-11-08,138252.7039262256,10786.703926225588,11,RISK_OFF,0.9219783510926368
2024-11-11,138077.67494022558,16785.67494022559,10,RISK_OFF,0.8784330997209203
2024-11-12,137525.67494022558,16785.67494022559,10,RISK_OFF,0.8779451549863592
2024-11-13,137220.67494022558,16785.67494022559,10,RISK_OFF,0.8776738640329705
2024-11-14,136255.67494022558,16785.67494022559,10,RISK_OFF,0.8768075168422208
2024-11-15,134197.0939762256,25799.093976225588,9,RISK_OFF,0.8077522157015101
2024-11-18,134305.0939762256,25799.093976225588,9,RISK_OFF,0.8079068096941097
2024-11-19,134195.0939762256,25799.093976225588,9,RISK_OFF,0.8077493505031098
2024-11-20,135195.0939762256,25799.093976225588,9,RISK_OFF,0.8091713743639068
2024-11-21,135637.0939762256,25799.093976225588,9,RISK_OFF,0.80979322676474
2024-11-22,135065.0939762256,25799.093976225588,9,RISK_OFF,0.8089877020278327
2024-11-25,135794.0939762256,25799.093976225588,9,RISK_OFF,0.8100131366483257
2024-11-26,136544.0939762256,25799.093976225588,9,RISK_OFF,0.8110566834130695
2024-11-27,136657.9260482256,37840.92604822559,8,RISK_OFF,0.723097465749101
2024-11-28,136124.9260482256,37840.92604822559,8,RISK_OFF,0.7220132480746434
2024-11-29,139586.9260482256,37840.92604822559,8,RISK_OFF,0.7289078059133416
2024-12-02,138542.9260482256,37840.92604822559,8,RISK_OFF,0.7268649715464108
2024-12-03,138307.9260482256,37840.92604822559,8,RISK_OFF,0.7264008858391013
2024-12-04,138295.9260482256,37840.92604822559,8,RISK_OFF,0.7263771455203244
2024-12-05,140234.5274207256,5537.527420725598,12,RISK_ON,0.9605123822030495
2024-12-06,140459.5274207256,5537.527420725598,12,NEUTRAL,0.9605756368228497
2024-12-09,139912.5274207256,5537.527420725598,12,NEUTRAL,0.9604215039009774
2024-12-10,140038.5274207256,5537.527420725598,12,NEUTRAL,0.9604571147475088
2024-12-11,140054.5274207256,5537.527420725598,12,NEUTRAL,0.9604616321749401
