name,description,universe,tags,filters,rank,risk,_fitness,_n_trades,_win_rate,_mean_pnl,_profit_factor,_rr,_sharpe
evo_2986371,Evolved from evo_7962333,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 48.146}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'mkt_CHDM20', 'op': '>', 'value': 45}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.02, 0.1]}, {'column': 'rsi14', 'op': '<=', 'value': 72}, {'column': 'smart_money_score', 'op': '>=', 'value': 62.412}, {'column': 'smart_money_score_delta', 'op': '>=', 'value': -1.301}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.55}, {'column': 'distribution_days_10', 'op': '<=', 'value': 0.0}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}, {'column': 'adx_bullish', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.083, 'take_profit': 0.286, 'max_holding_bars': 32, 'initial_atr_stop_mult': 2.193, 'trailing_atr_mult': 2.776, 'trailing_profit_activation': 0.092, 'use_regime_exposure': True}",1.4878572770396983,92.0,0.652,3.373,3.369,1.74,1.595
evo_4363507,Evolved from evo_2942064,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'mkt_CHDM20', 'op': '>', 'value': 45}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'above_ma50', 'op': '==', 'value': True}, {'column': 'close_location', 'op': '>=', 'value': 0.8}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.02, 0.1]}, {'column': 'rsi14', 'op': '<=', 'value': 72}, {'column': 'smart_money_score', 'op': '>=', 'value': 58}, {'column': 'smart_money_score_delta', 'op': '>=', 'value': 0}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.6358}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1}, {'column': 'DS20', 'op': '<=', 'value': 0.55}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}, {'column': 'ich_tk_bull', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.082, 'take_profit': 0.279, 'max_holding_bars': 30, 'initial_atr_stop_mult': 2.147, 'trailing_atr_mult': 2.625, 'trailing_profit_activation': 0.09, 'use_regime_exposure': True}",1.428572797393402,48.0,0.729,5.081,6.454,2.4,1.945
evo_7758731,Evolved from evo_1691543,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'mkt_CHDM20', 'op': '>', 'value': 45}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.02, 0.1]}, {'column': 'rsi14', 'op': '<=', 'value': 72}, {'column': 'smart_money_score', 'op': '>=', 'value': 62.412}, {'column': 'smart_money_score_delta', 'op': '>=', 'value': -1.301}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.55}, {'column': 'distribution_days_10', 'op': '<=', 'value': 0.0}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.083, 'take_profit': 0.282, 'max_holding_bars': 32, 'initial_atr_stop_mult': 2.367, 'trailing_atr_mult': 2.819, 'trailing_profit_activation': 0.092, 'use_regime_exposure': True}",1.5120013622312156,100.0,0.65,3.811,3.521,1.84,1.559
evo_7301569,Evolved from evo_1083005,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'mkt_CHDM20', 'op': '>', 'value': 45}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.02, 0.1]}, {'column': 'rsi14', 'op': '<=', 'value': 72}, {'column': 'smart_money_score', 'op': '>=', 'value': 62.412}, {'column': 'smart_money_score_delta', 'op': '>=', 'value': -1.301}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.55}, {'column': 'distribution_days_10', 'op': '<=', 'value': 0.0}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.074, 'take_profit': 0.282, 'max_holding_bars': 32, 'initial_atr_stop_mult': 2.193, 'trailing_atr_mult': 2.819, 'trailing_profit_activation': 0.099, 'use_regime_exposure': True}",1.5120013622312156,100.0,0.65,3.811,3.521,1.84,1.559
evo_6824181,Evolved from evo_1691543,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'mkt_CHDM20', 'op': '>', 'value': 45}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.02, 0.1]}, {'column': 'rsi14', 'op': '<=', 'value': 72}, {'column': 'smart_money_score', 'op': '>=', 'value': 62.412}, {'column': 'smart_money_score_delta', 'op': '>=', 'value': -1.301}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.55}, {'column': 'distribution_days_10', 'op': '<=', 'value': 0.0}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.076, 'take_profit': 0.282, 'max_holding_bars': 32, 'initial_atr_stop_mult': 2.193, 'trailing_atr_mult': 2.819, 'trailing_profit_activation': 0.092, 'use_regime_exposure': True}",1.5120013622312156,100.0,0.65,3.811,3.521,1.84,1.559
evo_1789687,Evolved from evo_1691543,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'mkt_CHDM20', 'op': '>', 'value': 45}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.02, 0.1]}, {'column': 'rsi14', 'op': '<=', 'value': 72}, {'column': 'smart_money_score', 'op': '>=', 'value': 62.412}, {'column': 'smart_money_score_delta', 'op': '>=', 'value': -1.301}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.55}, {'column': 'distribution_days_10', 'op': '<=', 'value': 0.0}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.083, 'take_profit': 0.282, 'max_holding_bars': 32, 'initial_atr_stop_mult': 2.193, 'trailing_atr_mult': 2.587, 'trailing_profit_activation': 0.092, 'use_regime_exposure': True}",1.5120013622312156,100.0,0.65,3.811,3.521,1.84,1.559
evo_3660600,Evolved from evo_1691543,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'mkt_CHDM20', 'op': '>', 'value': 45}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.02, 0.1]}, {'column': 'rsi14', 'op': '<=', 'value': 72}, {'column': 'smart_money_score', 'op': '>=', 'value': 62.412}, {'column': 'smart_money_score_delta', 'op': '>=', 'value': -1.301}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.55}, {'column': 'distribution_days_10', 'op': '<=', 'value': 0.0}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.083, 'take_profit': 0.25, 'max_holding_bars': 32, 'initial_atr_stop_mult': 2.193, 'trailing_atr_mult': 2.819, 'trailing_profit_activation': 0.092, 'use_regime_exposure': True}",1.5120013622312156,100.0,0.65,3.811,3.521,1.84,1.559
evo_9051936,Evolved from evo_7412709,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'mkt_CHDM20', 'op': '>', 'value': 45}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'rsi14', 'op': '<=', 'value': 72}, {'column': 'smart_money_score', 'op': '>=', 'value': 62.412}, {'column': 'smart_money_score_delta', 'op': '>=', 'value': 0}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.55}, {'column': 'distribution_days_10', 'op': '<=', 'value': 0.0}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.083, 'take_profit': 0.29, 'max_holding_bars': 32, 'initial_atr_stop_mult': 2.193, 'trailing_atr_mult': 2.734, 'trailing_profit_activation': 0.092, 'use_regime_exposure': True}",1.449717989089794,98.0,0.653,3.617,3.398,1.75,1.504
evo_0963831,Evolved from evo_0761436,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'mkt_CHDM20', 'op': '>', 'value': 45}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'rsi14', 'op': '<=', 'value': 72}, {'column': 'smart_money_score', 'op': '>=', 'value': 62.412}, {'column': 'smart_money_score_delta', 'op': '>=', 'value': 0}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.55}, {'column': 'distribution_days_10', 'op': '<=', 'value': 0.0}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.083, 'take_profit': 0.282, 'max_holding_bars': 32, 'initial_atr_stop_mult': 2.193, 'trailing_atr_mult': 2.819, 'trailing_profit_activation': 0.092, 'use_regime_exposure': True}",1.4509222403362538,95.0,0.653,3.717,3.47,1.79,1.53
evo_8041072,Evolved from evo_2952603,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 51.901}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'mkt_CHDM20', 'op': '>', 'value': 45}, {'column': 'volume_ratio_20', 'op': '>=', 'value': 2.0}, {'column': 'value_flow_quality_score', 'op': '>=', 'value': 67.203}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'close_location', 'op': '>=', 'value': 0.8}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.02, 0.1]}, {'column': 'rsi14', 'op': '<=', 'value': 72}, {'column': 'smart_money_score', 'op': '>=', 'value': 62.003}, {'column': 'smart_money_score_delta', 'op': '>=', 'value': 0}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.5683}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}, {'column': 'triple_ma_align', 'op': '==', 'value': True}, {'column': 'ich_tk_bull', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.083, 'take_profit': 0.282, 'max_holding_bars': 33, 'initial_atr_stop_mult': 2.245, 'trailing_atr_mult': 2.65, 'trailing_profit_activation': 0.092, 'use_regime_exposure': True}",1.3798708395275365,20.0,0.75,4.331,10.681,3.56,2.846
evo_6055966,Evolved from evo_3748248,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'mkt_CHDM20', 'op': '>', 'value': 45}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.02, 0.1]}, {'column': 'rsi14', 'op': '<=', 'value': 72}, {'column': 'smart_money_score_delta', 'op': '>=', 'value': 0}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.55}, {'column': 'distribution_days_10', 'op': '<=', 'value': 0.0}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.083, 'take_profit': 0.298, 'max_holding_bars': 34, 'initial_atr_stop_mult': 2.193, 'trailing_atr_mult': 2.65, 'trailing_profit_activation': 0.092, 'use_regime_exposure': True}",1.4448991570774072,97.0,0.649,3.65,3.426,1.79,1.513
evo_1117178,Evolved from evo_1235652,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'mkt_CHDM20', 'op': '>', 'value': 45}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.02, 0.1]}, {'column': 'rsi14', 'op': '<=', 'value': 72}, {'column': 'smart_money_score', 'op': '>=', 'value': 62.412}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.55}, {'column': 'distribution_days_10', 'op': '<=', 'value': 0.0}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.083, 'take_profit': 0.298, 'max_holding_bars': 33, 'initial_atr_stop_mult': 2.193, 'trailing_atr_mult': 2.65, 'trailing_profit_activation': 0.092, 'use_regime_exposure': True}",1.4336416497575188,111.0,0.649,3.461,3.077,1.62,1.405
evo_5036892,Evolved from evo_1265138,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'mkt_CHDM20', 'op': '>', 'value': 45}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'rsi14', 'op': '<=', 'value': 72}, {'column': 'smart_money_score', 'op': '>=', 'value': 62.003}, {'column': 'smart_money_score_delta', 'op': '>=', 'value': 0}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.5683}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1.0}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}, {'column': 'triple_ma_align', 'op': '==', 'value': True}, {'column': 'ich_tk_bull', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.083, 'take_profit': 0.282, 'max_holding_bars': 32, 'initial_atr_stop_mult': 2.219, 'trailing_atr_mult': 2.734, 'trailing_profit_activation': 0.099, 'use_regime_exposure': True}",1.3741852053679418,99.0,0.657,3.418,3.218,1.63,1.413
evo_2832424,Evolved from evo_1543476,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'mkt_CHDM20', 'op': '>', 'value': 45}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'rsi14', 'op': '<=', 'value': 72}, {'column': 'smart_money_score', 'op': '>=', 'value': 62.412}, {'column': 'smart_money_score_delta', 'op': '>=', 'value': 0}, {'column': 'distribution_days_10', 'op': '<=', 'value': 0.0}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.083, 'take_profit': 0.282, 'max_holding_bars': 32, 'initial_atr_stop_mult': 2.045, 'trailing_atr_mult': 2.819, 'trailing_profit_activation': 0.105, 'use_regime_exposure': True}",1.4689561582848873,125.0,0.616,3.343,3.253,1.9,1.411
evo_5500196,Evolved from evo_1543476,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'mkt_CHDM20', 'op': '>', 'value': 45}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'rsi14', 'op': '<=', 'value': 72}, {'column': 'smart_money_score', 'op': '>=', 'value': 62.412}, {'column': 'smart_money_score_delta', 'op': '>=', 'value': 0}, {'column': 'distribution_days_10', 'op': '<=', 'value': 0.0}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.083, 'take_profit': 0.282, 'max_holding_bars': 32, 'initial_atr_stop_mult': 2.119, 'trailing_atr_mult': 2.819, 'trailing_profit_activation': 0.105, 'use_regime_exposure': True}",1.4689561582848873,125.0,0.616,3.343,3.253,1.9,1.411
evo_7962333,Evolved from evo_4636331,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'mkt_CHDM20', 'op': '>', 'value': 45}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.02, 0.1]}, {'column': 'rsi14', 'op': '<=', 'value': 72}, {'column': 'smart_money_score', 'op': '>=', 'value': 62.412}, {'column': 'smart_money_score_delta', 'op': '>=', 'value': -1.301}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.55}, {'column': 'distribution_days_10', 'op': '<=', 'value': 0.0}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}, {'column': 'adx_bullish', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.083, 'take_profit': 0.286, 'max_holding_bars': 32, 'initial_atr_stop_mult': 2.193, 'trailing_atr_mult': 2.776, 'trailing_profit_activation': 0.092, 'use_regime_exposure': True}",1.4689100161765798,91.0,0.648,3.381,3.349,1.76,1.591
