strategy,symbol,signal_date,entry_date,exit_date,entry_price,exit_price,pnl_pct,holding_bars,state,score
SMT_SCORE_RS_QUALITY,SSB,2022-10-27,2022-10-28,2022-11-25,22.69,21.81,-3.878360511238442,20,HOT_BUT_STRONG,76.96717171717172
SMT_SCORE_RS_QUALITY,ACB,2022-10-31,2022-11-01,2022-11-29,13.18,12.98,-1.5174506828528018,20,HOT_BUT_STRONG,75.71212121212122
SMT_SCORE_RS_QUALITY,GAS,2022-11-09,2022-11-10,2022-12-08,79.29,73.02,-7.907680665909963,20,NEUTRAL,70.72727272727272
SMT_SCORE_RS_QUALITY,BID,2022-11-11,2022-11-14,2022-12-12,25.82,27.63,7.01006971340046,20,NEUTRAL,75.9949494949495
SMT_SCORE_RS_QUALITY,VCB,2022-11-11,2022-11-14,2022-12-12,42.45,43.52,2.520612485276797,20,HOT_BUT_STRONG,80.25
SMT_SCORE_RS_QUALITY,SAB,2022-11-14,2022-11-15,2022-12-13,77.85,71.11,-8.657675016056514,20,NEUTRAL,78.73737373737373
SMT_SCORE_RS_QUALITY,VIC,2022-11-16,2022-11-17,2022-12-15,31.2,30.3,-2.88461538461538,20,HOT_BUT_STRONG,86.23484848484848
SMT_SCORE_RS_QUALITY,VRE,2022-11-16,2022-11-17,2022-12-15,26.55,27.9,5.084745762711855,20,HOT_BUT_STRONG,89.23737373737373
SMT_SCORE_RS_QUALITY,CTG,2022-11-17,2022-11-18,2022-12-16,15.07,17.22,14.266755142667542,20,NEUTRAL,72.98484848484848
SMT_SCORE_RS_QUALITY,MSN,2022-11-17,2022-11-18,2022-12-16,97.1,93.5,-3.707518022657049,20,HOT_BUT_STRONG,86.25
SMT_SCORE_RS_QUALITY,VNM,2022-11-24,2022-11-25,2022-12-23,67.01,63.94,-4.581405760334289,20,HOT_BUT_STRONG,83.22727272727272
SMT_SCORE_RS_QUALITY,SSI,2022-11-25,2022-11-28,2022-12-26,11.68,11.37,-2.6541095890411004,20,NEUTRAL,78.47474747474747
SMT_SCORE_RS_QUALITY,POW,2022-11-28,2022-11-29,2022-12-27,9.34,8.8,-5.781584582441105,20,HOT_BUT_STRONG,83.96212121212122
SMT_SCORE_RS_QUALITY,STB,2022-11-28,2022-11-29,2022-12-27,19.5,22.5,15.384615384615385,20,HOT_BUT_STRONG,80.49747474747474
SMT_SCORE_RS_QUALITY,VHM,2022-11-28,2022-11-29,2022-12-27,51.6,47.5,-7.945736434108529,20,NEUTRAL,80.96969696969697
SMT_SCORE_RS_QUALITY,HPG,2022-11-29,2022-11-30,2022-12-28,13.29,13.79,3.7622272385252074,20,HOT_BUT_STRONG,89.47979797979798
SMT_SCORE_RS_QUALITY,TCB,2022-12-01,2022-12-02,2022-12-30,12.76,12.22,-4.231974921630087,20,NEUTRAL,84.17676767676768
SMT_SCORE_RS_QUALITY,PLX,2022-12-01,2022-12-02,2022-12-30,28.27,29.01,2.617615847187839,20,HOT_BUT_STRONG,86.70202020202021
SMT_SCORE_RS_QUALITY,SHB,2022-12-01,2022-12-02,2022-12-30,6.51,6.1,-6.298003072196623,20,HOT_BUT_STRONG,86.95454545454545
SMT_SCORE_RS_QUALITY,ACB,2022-12-02,2022-12-05,2023-01-03,13.8,13.31,-3.550724637681161,20,NEUTRAL,84.93434343434343
